,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,continent,lifeExp,pop,gdpPercap
219,1957-09-18,Chile,Brazil,1,1,Copa Bernardo O'Higgins,Santiago,Chile,False,1957,Americas,56.074,7048426,4315.622723
220,1957-09-22,Chile,Bolivia,2,1,FIFA World Cup qualification,Santiago,Chile,False,1957,Americas,56.074,7048426,4315.622723
221,1957-10-13,Chile,Argentina,0,2,FIFA World Cup qualification,Santiago,Chile,False,1957,Americas,56.074,7048426,4315.622723
222,1957-09-29,Romania,Yugoslavia,1,1,FIFA World Cup qualification,Bucharest,Romania,False,1957,Europe,64.1,17829327,3943.370225
223,1957-11-03,Romania,Greece,3,0,FIFA World Cup qualification,Bucharest,Romania,False,1957,Europe,64.1,17829327,3943.370225
224,1957-10-27,Ghana,Nigeria,3,3,Friendly,Accra,Ghana,False,1957,Africa,44.779,6391288,1043.561537
225,1957-10-31,Cambodia,Malaysia,1,3,Friendly,Phnom Penh,Cambodia,False,1957,Asia,41.366,5322536,434.0383364
226,1957-12-08,Turkey,Belgium,1,1,Friendly,Ankara,Turkey,False,1957,Europe,48.079,25670939,2218.754257
227,1957-12-13,Egypt,Czechoslovakia,1,2,Friendly,Cairo,Egypt,False,1957,Africa,44.444,25009741,1458.915272
228,1962-01-05,Egypt,Austria,1,0,Friendly,Cairo,Egypt,False,1962,Africa,46.992,28173309,1693.335853
229,1962-01-07,Ethiopia,Kenya,6,1,Friendly,Addis Ababa,Ethiopia,False,1962,Africa,40.059,25145372,419.4564161
230,1962-01-14,Ethiopia,Tunisia,4,2,African Cup of Nations,Addis Ababa,Ethiopia,False,1962,Africa,40.059,25145372,419.4564161
231,1962-01-18,Egypt,Uganda,2,1,African Cup of Nations,Addis Ababa,Ethiopia,True,1962,Africa,40.059,25145372,419.4564161
232,1962-01-20,Tunisia,Uganda,3,0,African Cup of Nations,Addis Ababa,Ethiopia,True,1962,Africa,40.059,25145372,419.4564161
233,1962-01-21,Ethiopia,Egypt,4,2,African Cup of Nations,Addis Ababa,Ethiopia,False,1962,Africa,40.059,25145372,419.4564161
234,1962-12-16,Ethiopia,Turkey,0,0,Friendly,Addis Ababa,Ethiopia,False,1962,Africa,40.059,25145372,419.4564161
235,1962-02-04,Mali,Ivory Coast,4,0,Friendly,Bamako,Mali,False,1962,Africa,36.936,4690372,496.1743428
236,1962-02-06,Mali,Ivory Coast,0,2,Friendly,Bamako,Mali,False,1962,Africa,36.936,4690372,496.1743428
237,1962-02-17,Mali,Ghana,0,1,Friendly,Bamako,Mali,False,1962,Africa,36.936,4690372,496.1743428
238,1962-12-09,Mali,German DR,1,2,Friendly,Bamako,Mali,False,1962,Africa,36.936,4690372,496.1743428
239,1962-02-19,Indonesia,Vietnam Republic,1,2,Friendly,Jakarta,Indonesia,False,1962,Asia,42.518,99028000,849.2897701
240,1962-11-27,Indonesia,Sweden,0,3,Friendly,Jakarta,Indonesia,False,1962,Asia,42.518,99028000,849.2897701
241,1962-03-11,Libya,Tunisia,6,3,Friendly,Tripoli,Libya,False,1962,Africa,47.808,1441863,6757.030816
242,1962-03-13,Uruguay,Argentina,1,1,Friendly,Montevideo,Uruguay,False,1962,Americas,68.253,2598466,5603.357717
243,1962-03-17,Ghana,Mali,0,0,Friendly,Accra,Ghana,False,1962,Africa,46.452,7355248,1190.041118
244,1962-03-28,Argentina,Mexico,1,0,Friendly,Buenos Aires,Argentina,False,1962,Americas,65.142,21283783,7133.166023
245,1962-08-15,Argentina,Uruguay,3,1,Copa Lipton,Buenos Aires,Argentina,False,1962,Americas,65.142,21283783,7133.166023
246,1962-11-21,Argentina,Chile,1,0,Copa Carlos Dittborn,Buenos Aires,Argentina,False,1962,Americas,65.142,21283783,7133.166023
247,1962-04-01,Belgium,Netherlands,3,1,Friendly,Antwerp,Belgium,False,1962,Europe,70.25,9218400,10991.20676
248,1962-05-13,Belgium,Italy,1,3,Friendly,Brussels,Belgium,False,1962,Europe,70.25,9218400,10991.20676
249,1962-10-14,Belgium,Netherlands,2,0,Friendly,Antwerp,Belgium,False,1962,Europe,70.25,9218400,10991.20676
250,1962-12-02,Belgium,Spain,1,1,Friendly,Brussels,Belgium,False,1962,Europe,70.25,9218400,10991.20676
251,1962-04-01,Colombia,Mexico,0,1,Friendly,Bogotá,Colombia,False,1962,Americas,57.863,17009885,2492.351109
252,1962-04-04,Colombia,Mexico,2,2,Friendly,Cali,Colombia,False,1962,Americas,57.863,17009885,2492.351109
253,1962-04-07,Sweden,Czechoslovakia,3,1,Friendly,Gothenburg,Sweden,False,1962,Europe,73.37,7561588,12329.44192
254,1962-04-18,Sweden,Russia,0,2,Friendly,Solna,Sweden,False,1962,Europe,73.37,7561588,12329.44192
255,1962-10-28,Sweden,Denmark,4,2,Nordic Championship,Solna,Sweden,False,1962,Europe,73.37,7561588,12329.44192
256,1962-11-04,Sweden,Norway,1,1,UEFA Euro qualification,Malmö,Sweden,False,1962,Europe,73.37,7561588,12329.44192
257,1962-04-11,France,Poland,1,3,Friendly,Paris,France,False,1962,Europe,70.51,47124000,10560.48553
258,1962-11-11,France,Hungary,2,3,Friendly,Colombes,France,False,1962,Europe,70.51,47124000,10560.48553
259,1962-04-11,Germany,Uruguay,3,0,Friendly,Hamburg,Germany,False,1962,Europe,70.3,73739117,12902.46291
260,1962-10-24,Germany,France,2,2,Friendly,Stuttgart,Germany,False,1962,Europe,70.3,73739117,12902.46291
261,1962-12-23,Germany,Switzerland,5,1,Friendly,Karlsruhe,Germany,False,1962,Europe,70.3,73739117,12902.46291
262,1962-04-15,Morocco,Poland,1,3,Friendly,Casablanca,Morocco,False,1962,Africa,47.924,13056604,1566.353493
263,1962-12-23,Morocco,Romania,3,1,Friendly,Casablanca,Morocco,False,1962,Africa,47.924,13056604,1566.353493
264,1962-04-18,Hungary,Uruguay,1,1,Friendly,Budapest,Hungary,False,1962,Europe,67.96,10063000,7550.359877
265,1962-04-29,Hungary,Turkey,2,1,Friendly,Budapest,Hungary,False,1962,Europe,67.96,10063000,7550.359877
266,1962-10-14,Hungary,Yugoslavia,0,1,Friendly,Budapest,Hungary,False,1962,Europe,67.96,10063000,7550.359877
267,1962-10-28,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,1962,Europe,67.96,10063000,7550.359877
268,1962-11-07,Hungary,Wales,3,1,UEFA Euro qualification,Budapest,Hungary,False,1962,Europe,67.96,10063000,7550.359877
269,1962-04-21,Brazil,Paraguay,6,0,Copa Oswaldo Cruz,Rio de Janeiro,Brazil,False,1962,Americas,55.665,76039390,3336.585802
270,1962-04-24,Brazil,Paraguay,4,0,Copa Oswaldo Cruz,São Paulo,Brazil,False,1962,Americas,55.665,76039390,3336.585802
271,1962-05-06,Brazil,Portugal,2,1,Friendly,São Paulo,Brazil,False,1962,Americas,55.665,76039390,3336.585802
272,1962-05-09,Brazil,Portugal,1,0,Friendly,Rio de Janeiro,Brazil,False,1962,Americas,55.665,76039390,3336.585802
273,1962-05-12,Brazil,Wales,3,1,Friendly,Rio de Janeiro,Brazil,False,1962,Americas,55.665,76039390,3336.585802
274,1962-05-16,Brazil,Wales,3,1,Friendly,São Paulo,Brazil,False,1962,Americas,55.665,76039390,3336.585802
275,1962-04-25,Mexico,Colombia,1,0,Friendly,Mexico City,Mexico,False,1962,Americas,58.299,41121485,4581.609385
276,1962-05-22,Mexico,Wales,2,1,Friendly,Mexico City,Mexico,False,1962,Americas,58.299,41121485,4581.609385
277,1962-05-05,Italy,France,2,1,Friendly,Florence,Italy,False,1962,Europe,69.24,50843200,8243.58234
278,1962-12-02,Italy,Turkey,6,0,UEFA Euro qualification,Bologna,Italy,False,1962,Europe,69.24,50843200,8243.58234
279,1962-05-06,Austria,Bulgaria,2,0,Friendly,Vienna,Austria,False,1962,Europe,69.54,7129864,10750.72111
280,1962-06-24,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,1962,Europe,69.54,7129864,10750.72111
281,1962-09-16,Austria,Czechoslovakia,0,6,Friendly,Vienna,Austria,False,1962,Europe,69.54,7129864,10750.72111
282,1962-11-11,Austria,Italy,1,2,Friendly,Vienna,Austria,False,1962,Europe,69.54,7129864,10750.72111
283,1962-05-09,Netherlands,Northern Ireland,4,0,Friendly,Rotterdam,Netherlands,False,1962,Europe,73.23,11805689,12790.84956
284,1962-09-05,Netherlands,Curaçao,8,0,Friendly,Amsterdam,Netherlands,False,1962,Europe,73.23,11805689,12790.84956
285,1962-11-11,Netherlands,Switzerland,3,1,UEFA Euro qualification,Amsterdam,Netherlands,False,1962,Europe,73.23,11805689,12790.84956
286,1962-05-09,Togo,Guinea,2,1,Friendly,Lomé,Togo,False,1962,Africa,43.922,1528098,1067.53481
287,1962-05-16,Norway,Netherlands,2,1,Friendly,Oslo,Norway,False,1962,Europe,73.47,3638919,13450.40151
288,1962-06-21,Norway,Sweden,0,2,UEFA Euro qualification,Oslo,Norway,False,1962,Europe,73.47,3638919,13450.40151
289,1962-07-03,Norway,Malta,5,0,Friendly,Trondheim,Norway,False,1962,Europe,73.47,3638919,13450.40151
290,1962-08-26,Norway,Finland,2,1,Nordic Championship,Bergen,Norway,False,1962,Europe,73.47,3638919,13450.40151
291,1962-09-16,Norway,Sweden,2,1,Nordic Championship,Oslo,Norway,False,1962,Europe,73.47,3638919,13450.40151
292,1962-05-16,Turkey,Israel,1,0,Friendly,Istanbul,Turkey,False,1962,Europe,52.098,29788695,2322.869908
293,1962-10-10,Turkey,Ethiopia,3,0,Friendly,Ankara,Turkey,False,1962,Europe,52.098,29788695,2322.869908
294,1962-12-12,Turkey,Denmark,1,1,Friendly,Istanbul,Turkey,False,1962,Europe,52.098,29788695,2322.869908
295,1962-05-17,Portugal,Belgium,1,2,Friendly,Lisbon,Portugal,False,1962,Europe,64.39,9019800,4727.954889
296,1962-12-16,Portugal,Bulgaria,3,1,UEFA Euro qualification,Oeiras,Portugal,False,1962,Europe,64.39,9019800,4727.954889
297,1962-05-19,Jamaica,Haiti,3,4,Friendly,Kingston,Jamaica,False,1962,Americas,65.61,1665128,5246.107524
298,1962-05-21,Jamaica,Haiti,1,3,Friendly,Kingston,Jamaica,False,1962,Americas,65.61,1665128,5246.107524
299,1962-05-23,Jamaica,Haiti,2,5,Friendly,Kingston,Jamaica,False,1962,Americas,65.61,1665128,5246.107524
300,1962-07-07,Jamaica,Curaçao,4,4,Friendly,Kingston,Jamaica,False,1962,Americas,65.61,1665128,5246.107524
301,1962-07-09,Jamaica,Curaçao,2,1,Friendly,Kingston,Jamaica,False,1962,Americas,65.61,1665128,5246.107524
302,1962-07-11,Jamaica,Curaçao,1,2,Friendly,Kingston,Jamaica,False,1962,Americas,65.61,1665128,5246.107524
303,1962-05-20,Peru,England,0,4,Friendly,Lima,Peru,False,1962,Americas,49.096,10516500,4957.037982
304,1962-05-23,Poland,Belgium,2,0,Friendly,Warsaw,Poland,False,1962,Europe,67.64,30329617,5338.752143
305,1962-09-02,Poland,Hungary,0,2,Friendly,Poznań,Poland,False,1962,Europe,67.64,30329617,5338.752143
306,1962-10-10,Poland,Northern Ireland,0,2,UEFA Euro qualification,Chorzów,Poland,False,1962,Europe,67.64,30329617,5338.752143
307,1962-10-11,Poland,Morocco,1,1,Friendly,Warsaw,Poland,False,1962,Europe,67.64,30329617,5338.752143
308,1962-05-30,Argentina,Bulgaria,1,0,FIFA World Cup,Rancagua,Chile,True,1962,Americas,57.924,7961258,4519.094331
309,1962-05-30,Brazil,Mexico,2,0,FIFA World Cup,Viña del Mar,Chile,True,1962,Americas,57.924,7961258,4519.094331
310,1962-05-30,Chile,Switzerland,3,1,FIFA World Cup,Santiago,Chile,False,1962,Americas,57.924,7961258,4519.094331
311,1962-05-30,Colombia,Uruguay,1,2,FIFA World Cup,Arica,Chile,True,1962,Americas,57.924,7961258,4519.094331
312,1962-05-31,Czechoslovakia,Spain,1,0,FIFA World Cup,Viña del Mar,Chile,True,1962,Americas,57.924,7961258,4519.094331
313,1962-05-31,England,Hungary,1,2,FIFA World Cup,Rancagua,Chile,True,1962,Americas,57.924,7961258,4519.094331
314,1962-05-31,Germany,Italy,0,0,FIFA World Cup,Santiago,Chile,True,1962,Americas,57.924,7961258,4519.094331
315,1962-05-31,Russia,Yugoslavia,2,0,FIFA World Cup,Arica,Chile,True,1962,Americas,57.924,7961258,4519.094331
316,1962-06-02,Argentina,England,1,3,FIFA World Cup,Rancagua,Chile,True,1962,Americas,57.924,7961258,4519.094331
317,1962-06-02,Brazil,Czechoslovakia,0,0,FIFA World Cup,Viña del Mar,Chile,True,1962,Americas,57.924,7961258,4519.094331
318,1962-06-02,Chile,Italy,2,0,FIFA World Cup,Santiago,Chile,False,1962,Americas,57.924,7961258,4519.094331
319,1962-06-02,Uruguay,Yugoslavia,1,3,FIFA World Cup,Arica,Chile,True,1962,Americas,57.924,7961258,4519.094331
320,1962-06-03,Bulgaria,Hungary,1,6,FIFA World Cup,Rancagua,Chile,True,1962,Americas,57.924,7961258,4519.094331
321,1962-06-03,Colombia,Russia,4,4,FIFA World Cup,Arica,Chile,True,1962,Americas,57.924,7961258,4519.094331
322,1962-06-03,Germany,Switzerland,2,1,FIFA World Cup,Santiago,Chile,True,1962,Americas,57.924,7961258,4519.094331
323,1962-06-03,Mexico,Spain,0,1,FIFA World Cup,Viña del Mar,Chile,True,1962,Americas,57.924,7961258,4519.094331
324,1962-06-06,Argentina,Hungary,0,0,FIFA World Cup,Rancagua,Chile,True,1962,Americas,57.924,7961258,4519.094331
325,1962-06-06,Brazil,Spain,2,1,FIFA World Cup,Viña del Mar,Chile,True,1962,Americas,57.924,7961258,4519.094331
326,1962-06-06,Chile,Germany,0,2,FIFA World Cup,Santiago,Chile,False,1962,Americas,57.924,7961258,4519.094331
327,1962-06-06,Russia,Uruguay,2,1,FIFA World Cup,Arica,Chile,True,1962,Americas,57.924,7961258,4519.094331
328,1962-06-07,Bulgaria,England,0,0,FIFA World Cup,Rancagua,Chile,True,1962,Americas,57.924,7961258,4519.094331
329,1962-06-07,Colombia,Yugoslavia,0,5,FIFA World Cup,Arica,Chile,True,1962,Americas,57.924,7961258,4519.094331
330,1962-06-07,Czechoslovakia,Mexico,1,3,FIFA World Cup,Viña del Mar,Chile,True,1962,Americas,57.924,7961258,4519.094331
331,1962-06-07,Italy,Switzerland,3,0,FIFA World Cup,Santiago,Chile,True,1962,Americas,57.924,7961258,4519.094331
332,1962-06-10,Brazil,England,3,1,FIFA World Cup,Viña del Mar,Chile,True,1962,Americas,57.924,7961258,4519.094331
333,1962-06-10,Chile,Russia,2,1,FIFA World Cup,Arica,Chile,False,1962,Americas,57.924,7961258,4519.094331
334,1962-06-10,Czechoslovakia,Hungary,1,0,FIFA World Cup,Rancagua,Chile,True,1962,Americas,57.924,7961258,4519.094331
335,1962-06-10,Germany,Yugoslavia,0,1,FIFA World Cup,Santiago,Chile,True,1962,Americas,57.924,7961258,4519.094331
336,1962-06-13,Chile,Brazil,2,4,FIFA World Cup,Santiago,Chile,False,1962,Americas,57.924,7961258,4519.094331
337,1962-06-13,Czechoslovakia,Yugoslavia,3,1,FIFA World Cup,Viña del Mar,Chile,True,1962,Americas,57.924,7961258,4519.094331
338,1962-06-16,Chile,Yugoslavia,1,0,FIFA World Cup,Santiago,Chile,False,1962,Americas,57.924,7961258,4519.094331
339,1962-06-17,Brazil,Czechoslovakia,3,1,FIFA World Cup,Santiago,Chile,True,1962,Americas,57.924,7961258,4519.094331
340,1962-11-07,Chile,Argentina,1,1,Copa Carlos Dittborn,Santiago,Chile,False,1962,Americas,57.924,7961258,4519.094331
341,1962-06-02,New Zealand,New Caledonia,4,1,Friendly,Christchurch,New Zealand,False,1962,Oceania,71.24,2488550,13175.678
342,1962-06-04,New Zealand,New Caledonia,4,2,Friendly,Wellington,New Zealand,False,1962,Oceania,71.24,2488550,13175.678
343,1962-06-03,Tunisia,Libya,2,2,Friendly,Tunis,Tunisia,False,1962,Africa,49.579,4286552,1660.30321
344,1962-06-09,Singapore,Hong Kong,2,6,Friendly,Kallang,Singapore,False,1962,Asia,65.798,1750200,3674.735572
345,1962-07-12,Singapore,Indonesia,1,2,Friendly,Kallang,Singapore,False,1962,Asia,65.798,1750200,3674.735572
346,1962-07-27,Singapore,Taiwan,2,2,Friendly,Kallang,Singapore,False,1962,Asia,65.798,1750200,3674.735572
347,1962-09-21,Singapore,Japan,2,1,Friendly,Kallang,Singapore,False,1962,Asia,65.798,1750200,3674.735572
348,1962-06-11,Denmark,Norway,6,1,Nordic Championship,Copenhagen,Denmark,False,1962,Europe,72.35,4646899,13583.31351
349,1962-06-28,Denmark,Malta,6,1,UEFA Euro qualification,Copenhagen,Denmark,False,1962,Europe,72.35,4646899,13583.31351
350,1962-09-11,Denmark,Curaçao,3,1,Friendly,Odense,Denmark,False,1962,Europe,72.35,4646899,13583.31351
351,1962-09-26,Denmark,Netherlands,4,1,Friendly,Copenhagen,Denmark,False,1962,Europe,72.35,4646899,13583.31351
352,1962-06-19,Finland,Sweden,0,3,Nordic Championship,Helsinki,Finland,False,1962,Europe,68.75,4491443,9371.842561
353,1962-09-16,Finland,Denmark,1,6,Nordic Championship,Helsinki,Finland,False,1962,Europe,68.75,4491443,9371.842561
354,1962-07-06,Kenya,Zanzibar,5,0,Friendly,Mombasa,Kenya,False,1962,Africa,47.949,8678557,896.9663732
355,1962-07-28,Kenya,Tanzania,4,3,Friendly,Nairobi,Kenya,False,1962,Africa,47.949,8678557,896.9663732
356,1962-10-12,Kenya,Ghana,0,4,Friendly,Nairobi,Kenya,False,1962,Africa,47.949,8678557,896.9663732
357,1962-11-05,Kenya,Uganda,4,1,Friendly,Nairobi,Kenya,False,1962,Africa,47.949,8678557,896.9663732
358,1962-07-09,Iceland,Norway,1,3,Friendly,Reykjavík,Iceland,False,1962,Europe,73.68,182053,10350.15906
359,1962-09-02,Iceland,Republic of Ireland,1,1,UEFA Euro qualification,Reykjavík,Iceland,False,1962,Europe,73.68,182053,10350.15906
360,1962-07-14,Gabon,Congo,3,1,Friendly,Libreville,Gabon,False,1962,Africa,40.489,455661,6631.459222
361,1962-08-20,Gabon,Cameroon,1,1,Friendly,Libreville,Gabon,False,1962,Africa,40.489,455661,6631.459222
362,1962-07-25,Thailand,Taiwan,4,0,Friendly,Bangkok,Thailand,False,1962,Asia,56.061,29263397,1002.199172
363,1962-11-16,Thailand,Sweden,1,2,Friendly,Bangkok,Thailand,False,1962,Asia,56.061,29263397,1002.199172
364,1962-08-10,Bolivia,Paraguay,3,1,Copa Paz del Chaco,Cochabamba,Bolivia,False,1962,Americas,43.428,3593918,2180.972546
365,1962-08-12,Bolivia,Paraguay,3,2,Copa Paz del Chaco,La Paz,Bolivia,False,1962,Americas,43.428,3593918,2180.972546
366,1962-09-01,Uganda,Kenya,3,1,Friendly,Kampala,Uganda,False,1962,Africa,45.344,7688797,767.2717398
367,1962-09-29,Ghana,Kenya,6,3,Friendly,Kampala,Uganda,True,1962,Africa,45.344,7688797,767.2717398
368,1962-10-10,Uganda,Ghana,1,4,Friendly,Kampala,Uganda,False,1962,Africa,45.344,7688797,767.2717398
369,1962-09-16,Trinidad and Tobago,Suriname,1,1,Friendly,Port of Spain,Trinidad and Tobago,False,1962,Americas,64.9,887498,4997.523971
370,1962-09-18,Trinidad and Tobago,Suriname,1,0,Friendly,Port of Spain,Trinidad and Tobago,False,1962,Americas,64.9,887498,4997.523971
371,1962-09-20,Trinidad and Tobago,Suriname,1,1,Friendly,Port of Spain,Trinidad and Tobago,False,1962,Americas,64.9,887498,4997.523971
372,1962-09-22,Trinidad and Tobago,Suriname,1,1,Friendly,Port of Spain,Trinidad and Tobago,False,1962,Americas,64.9,887498,4997.523971
373,1962-09-30,Bulgaria,Poland,2,1,Friendly,Sofia,Bulgaria,False,1962,Europe,69.51,8012946,4254.337839
374,1962-11-07,Bulgaria,Portugal,3,1,UEFA Euro qualification,Sofia,Bulgaria,False,1962,Europe,69.51,8012946,4254.337839
375,1962-11-25,Bulgaria,Austria,1,1,Friendly,Sofia,Bulgaria,False,1962,Europe,69.51,8012946,4254.337839
376,1962-09-30,Romania,Morocco,4,0,Friendly,Bucharest,Romania,False,1962,Europe,66.8,18680721,4734.997586
377,1962-11-25,Romania,Spain,3,1,UEFA Euro qualification,Bucharest,Romania,False,1962,Europe,66.8,18680721,4734.997586
378,1962-10-17,Israel,Austria,1,1,Friendly,Ramat-Gan,Israel,False,1962,Asia,69.39,2310904,7105.630706
379,1962-11-25,Israel,Turkey,0,2,Friendly,Ramat-Gan,Israel,False,1962,Asia,69.39,2310904,7105.630706
380,1962-10-18,Greece,Ethiopia,3,2,Friendly,Athens,Greece,False,1962,Europe,69.51,8448233,6017.190733
381,1962-11-01,Spain,Romania,6,0,UEFA Euro qualification,Madrid,Spain,False,1962,Europe,69.69,31158061,5693.843879
382,1962-11-04,Tanzania,Uganda,3,1,Friendly,Dar es Salaam,Tanzania,False,1962,Africa,44.246,10863958,722.0038073
383,1962-12-15,Tanzania,Zanzibar,6,0,Friendly,Dar es Salaam,Tanzania,False,1962,Africa,44.246,10863958,722.0038073
384,1962-11-10,Nigeria,Ghana,0,0,Friendly,Lagos,Nigeria,False,1962,Africa,39.36,41871351,1150.927478
385,1962-12-08,Nigeria,Cameroon,3,1,Friendly,Lagos,Nigeria,False,1962,Africa,39.36,41871351,1150.927478
386,1962-11-11,Guadeloupe,Martinique,3,1,Friendly,San Juan,Puerto Rico,True,1962,Americas,69.62,2448046,5108.34463
387,1962-11-20,Puerto Rico,Martinique,1,6,Friendly,San Juan,Puerto Rico,False,1962,Americas,69.62,2448046,5108.34463
388,1962-11-24,Puerto Rico,Guadeloupe,0,3,Friendly,San Juan,Puerto Rico,False,1962,Americas,69.62,2448046,5108.34463
389,1962-11-30,Senegal,Ivory Coast,1,1,Friendly,Dakar,Senegal,False,1962,Africa,41.454,3430243,1654.988723
390,1962-12-16,Guinea,German DR,2,3,Friendly,Conakry,Guinea,False,1962,Africa,35.753,3140003,686.3736739
391,1962-12-24,Central African Republic,Cameroon,1,4,Friendly,Bangui,Central African Republic,False,1962,Africa,39.475,1523478,1193.068753
392,1962-12-24,Congo,Madagascar,6,1,Friendly,Bangui,Central African Republic,True,1962,Africa,39.475,1523478,1193.068753
393,1962-12-27,Cameroon,Congo,0,3,Friendly,Bangui,Central African Republic,True,1962,Africa,39.475,1523478,1193.068753
394,1962-12-31,Central African Republic,Madagascar,4,1,Friendly,Bangui,Central African Republic,False,1962,Africa,39.475,1523478,1193.068753
395,1967-01-04,Gabon,DR Congo,1,0,Friendly,Libreville,Gabon,False,1967,Africa,44.598,489004,8358.761987
396,1967-03-28,Gabon,Ivory Coast,0,3,Friendly,Libreville,Gabon,False,1967,Africa,44.598,489004,8358.761987
397,1967-01-04,Uruguay,Romania,1,1,Friendly,Montevideo,Uruguay,False,1967,Americas,68.468,2748579,5444.61962
398,1967-01-17,Uruguay,Bolivia,4,0,Copa América,Montevideo,Uruguay,False,1967,Americas,68.468,2748579,5444.61962
