,date,home_team,away_team,team,scorer,minute,own_goal,penalty,country,year,continent,lifeExp,pop,gdpPercap
0,1957-01-16,Portugal,Northern Ireland,Portugal,Manuel Vasques,24.0,False,False,Portugal,1957,Europe,61.51,8817650,3774.571743
1,1957-05-26,Portugal,Italy,Portugal,Manuel Vasques,41.0,False,False,Portugal,1957,Europe,61.51,8817650,3774.571743
2,1957-05-26,Portugal,Italy,Portugal,António Dias Teixeira,81.0,False,False,Portugal,1957,Europe,61.51,8817650,3774.571743
3,1957-05-26,Portugal,Italy,Portugal,Matateu,87.0,False,False,Portugal,1957,Europe,61.51,8817650,3774.571743
4,1957-02-10,Guatemala,Costa Rica,Costa Rica,Jorge Monge,11.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
5,1957-02-10,Guatemala,Costa Rica,Costa Rica,Rubén Jiménez Rodríguez,17.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
6,1957-02-10,Guatemala,Costa Rica,Costa Rica,Jorge Monge,28.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
7,1957-02-10,Guatemala,Costa Rica,Costa Rica,Jorge Monge,38.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
8,1957-02-10,Guatemala,Costa Rica,Costa Rica,Danilo Montero Campos,48.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
9,1957-02-10,Guatemala,Costa Rica,Costa Rica,Álvaro Murillo,78.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
10,1957-02-17,Costa Rica,Guatemala,Costa Rica,Rubén Jiménez Rodríguez,12.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
11,1957-02-17,Costa Rica,Guatemala,Costa Rica,Mario Cordero,28.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
12,1957-02-17,Costa Rica,Guatemala,Costa Rica,Rodolfo Herrera González,65.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
13,1957-03-03,Costa Rica,Curaçao,Costa Rica,Rodolfo Herrera González,16.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
14,1957-03-03,Costa Rica,Curaçao,Costa Rica,Álvaro Murillo,35.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
15,1957-03-03,Costa Rica,Curaçao,Costa Rica,Rodolfo Herrera González,63.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
16,1957-03-03,Costa Rica,Curaçao,Costa Rica,Álvaro Murillo,67.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
17,1957-08-04,Curaçao,Costa Rica,Costa Rica,Mario Cordero,53.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
18,1957-08-04,Curaçao,Costa Rica,Costa Rica,Danilo Montero Campos,60.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
19,1957-10-27,Costa Rica,Mexico,Costa Rica,Juan Soto Quiros,32.0,False,False,Costa Rica,1957,Americas,60.026,1112300,2990.010802
20,1957-02-10,Guatemala,Costa Rica,Guatemala,Jorge Vickers,19.0,False,False,Guatemala,1957,Americas,44.142,3640876,2617.155967
21,1957-02-10,Guatemala,Costa Rica,Guatemala,Augusto Espinoza,87.0,False,False,Guatemala,1957,Americas,44.142,3640876,2617.155967
22,1957-02-17,Costa Rica,Guatemala,Guatemala,Francisco López Contreras,61.0,False,False,Guatemala,1957,Americas,44.142,3640876,2617.155967
23,1957-03-14,Guatemala,Curaçao,Guatemala,Francisco López Contreras,51.0,False,False,Guatemala,1957,Americas,44.142,3640876,2617.155967
24,1957-02-10,Sudan,Egypt,Egypt,Raafat Attia,21.0,False,True,Egypt,1957,Africa,44.444,25009741,1458.915272
25,1957-02-10,Sudan,Egypt,Egypt,Ad-Diba,72.0,False,False,Egypt,1957,Africa,44.444,25009741,1458.915272
26,1957-02-16,Egypt,Ethiopia,Egypt,Ad-Diba,2.0,False,False,Egypt,1957,Africa,44.444,25009741,1458.915272
27,1957-02-16,Egypt,Ethiopia,Egypt,Ad-Diba,7.0,False,False,Egypt,1957,Africa,44.444,25009741,1458.915272
28,1957-02-16,Egypt,Ethiopia,Egypt,Ad-Diba,68.0,False,False,Egypt,1957,Africa,44.444,25009741,1458.915272
29,1957-02-16,Egypt,Ethiopia,Egypt,Ad-Diba,89.0,False,False,Egypt,1957,Africa,44.444,25009741,1458.915272
30,1957-02-10,Sudan,Egypt,Sudan,Boraî Bashir,58.0,False,False,Sudan,1957,Africa,39.624,9753392,1770.337074
31,1957-03-08,Sudan,Syria,Sudan,Siddiq Manzul,78.0,False,True,Sudan,1957,Africa,39.624,9753392,1770.337074
32,1957-05-24,Syria,Sudan,Sudan,Suleiman Faris,38.0,False,False,Sudan,1957,Africa,39.624,9753392,1770.337074
33,1957-03-07,Ecuador,Uruguay,Ecuador,Jorge Larraz,12.0,False,False,Ecuador,1957,Americas,51.356,4058385,3780.546651
34,1957-03-07,Ecuador,Uruguay,Ecuador,Jorge Larraz,40.0,False,True,Ecuador,1957,Americas,51.356,4058385,3780.546651
35,1957-03-10,Peru,Ecuador,Ecuador,Enrique Cantos,44.0,False,False,Ecuador,1957,Americas,51.356,4058385,3780.546651
36,1957-03-21,Brazil,Ecuador,Ecuador,Jorge Larraz,80.0,False,True,Ecuador,1957,Americas,51.356,4058385,3780.546651
37,1957-03-24,Chile,Ecuador,Ecuador,Jorge Larraz,25.0,False,True,Ecuador,1957,Americas,51.356,4058385,3780.546651
38,1957-03-24,Chile,Ecuador,Ecuador,Enrique Cantos,59.0,False,False,Ecuador,1957,Americas,51.356,4058385,3780.546651
39,1957-04-01,Colombia,Ecuador,Ecuador,Jorge Larraz,32.0,False,True,Ecuador,1957,Americas,51.356,4058385,3780.546651
40,1957-03-07,Ecuador,Uruguay,Uruguay,Javier Ambrois,26.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
41,1957-03-07,Ecuador,Uruguay,Uruguay,Javier Ambrois,29.0,False,True,Uruguay,1957,Americas,67.044,2424959,6150.772969
42,1957-03-07,Ecuador,Uruguay,Uruguay,Javier Ambrois,57.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
43,1957-03-07,Ecuador,Uruguay,Uruguay,Javier Ambrois,74.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
44,1957-03-07,Ecuador,Uruguay,Uruguay,José Sasía,87.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
45,1957-03-23,Peru,Uruguay,Uruguay,Javier Ambrois,22.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
46,1957-03-23,Peru,Uruguay,Uruguay,José María Carranza,26.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
47,1957-03-23,Peru,Uruguay,Uruguay,Javier Ambrois,48.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
48,1957-03-23,Peru,Uruguay,Uruguay,Javier Ambrois,60.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
49,1957-03-23,Peru,Uruguay,Uruguay,Javier Ambrois,75.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
50,1957-03-28,Brazil,Uruguay,Uruguay,Luis Norberto Campero,15.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
51,1957-03-28,Brazil,Uruguay,Uruguay,Javier Ambrois,17.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
52,1957-03-28,Brazil,Uruguay,Uruguay,Luis Norberto Campero,23.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
53,1957-04-01,Chile,Uruguay,Uruguay,Luis Norberto Campero,28.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
54,1957-04-01,Chile,Uruguay,Uruguay,José Walter Roque,40.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
55,1957-06-16,Colombia,Uruguay,Uruguay,Javier Ambrois,46.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
56,1957-06-30,Uruguay,Colombia,Uruguay,Óscar Míguez,89.0,False,True,Uruguay,1957,Americas,67.044,2424959,6150.772969
57,1957-07-28,Uruguay,Paraguay,Uruguay,Eladio Benítez,8.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
58,1957-07-28,Uruguay,Paraguay,Uruguay,William Martínez,88.0,False,False,Uruguay,1957,Americas,67.044,2424959,6150.772969
59,1957-03-10,Peru,Ecuador,Peru,Alberto Terry,29.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
60,1957-03-10,Peru,Ecuador,Peru,Alberto Terry,37.0,False,True,Peru,1957,Americas,46.263,9146100,4245.256698
61,1957-03-16,Peru,Chile,Peru,Máximo Mosquera,57.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
62,1957-03-23,Peru,Uruguay,Peru,Alberto Terry,3.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
63,1957-03-23,Peru,Uruguay,Peru,Juan Seminario,81.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
64,1957-03-23,Peru,Uruguay,Peru,Máximo Mosquera,83.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
65,1957-03-27,Peru,Colombia,Peru,Alberto Terry,34.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
66,1957-03-27,Peru,Colombia,Peru,Manuel Rivera,35.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
67,1957-03-27,Peru,Colombia,Peru,Manuel Rivera,37.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
68,1957-03-27,Peru,Colombia,Peru,Juan Bassa,83.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
69,1957-04-06,Peru,Argentina,Peru,Máximo Mosquera,15.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
70,1957-04-06,Peru,Argentina,Peru,Alberto Terry,81.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
71,1957-04-13,Peru,Brazil,Peru,Alberto Terry,38.0,False,False,Peru,1957,Americas,46.263,9146100,4245.256698
72,1957-03-10,Spain,Switzerland,Switzerland,Josef Hügi,6.0,False,False,Switzerland,1957,Europe,70.56,5126000,17909.48973
73,1957-03-10,Spain,Switzerland,Switzerland,Josef Hügi,67.0,False,False,Switzerland,1957,Europe,70.56,5126000,17909.48973
74,1957-05-19,Switzerland,Scotland,Switzerland,Roger Vonlanthen,13.0,False,False,Switzerland,1957,Europe,70.56,5126000,17909.48973
75,1957-11-06,Scotland,Switzerland,Switzerland,Ferdinando Riva,35.0,False,False,Switzerland,1957,Europe,70.56,5126000,17909.48973
76,1957-11-06,Scotland,Switzerland,Switzerland,Roger Vonlanthen,79.0,False,False,Switzerland,1957,Europe,70.56,5126000,17909.48973
77,1957-11-24,Switzerland,Spain,Switzerland,Robert Ballaman,61.0,False,False,Switzerland,1957,Europe,70.56,5126000,17909.48973
78,1957-03-10,Spain,Switzerland,Spain,Luis Suárez Miramontes,30.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
79,1957-03-10,Spain,Switzerland,Spain,Miguel González,48.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
80,1957-05-08,Scotland,Spain,Spain,Luis Suárez Miramontes,19.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
81,1957-05-08,Scotland,Spain,Spain,Ladislao Kubala,28.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
82,1957-05-26,Spain,Scotland,Spain,Enrique Mateos,11.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
83,1957-05-26,Spain,Scotland,Spain,Ladislao Kubala,33.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
84,1957-05-26,Spain,Scotland,Spain,Estanislau Basora,60.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
85,1957-05-26,Spain,Scotland,Spain,Estanislau Basora,87.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
86,1957-11-24,Switzerland,Spain,Spain,Ladislao Kubala,19.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
87,1957-11-24,Switzerland,Spain,Spain,Alfredo Di Stéfano,24.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
88,1957-11-24,Switzerland,Spain,Spain,Alfredo Di Stéfano,55.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
89,1957-11-24,Switzerland,Spain,Spain,Ladislao Kubala,72.0,False,False,Spain,1957,Europe,66.66,29841614,4564.80241
90,1957-03-13,Argentina,Colombia,Argentina,Osvaldo Héctor Cruz,5.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
91,1957-03-13,Argentina,Colombia,Argentina,Antonio Valentín Angelillo,10.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
92,1957-03-13,Argentina,Colombia,Argentina,Humberto Maschio,16.0,False,True,Argentina,1957,Americas,64.399,19610538,6856.856212
93,1957-03-13,Argentina,Colombia,Argentina,Humberto Maschio,23.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
94,1957-03-13,Argentina,Colombia,Argentina,Humberto Maschio,53.0,False,True,Argentina,1957,Americas,64.399,19610538,6856.856212
95,1957-03-13,Argentina,Colombia,Argentina,Oreste Corbatta,59.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
96,1957-03-13,Argentina,Colombia,Argentina,Antonio Valentín Angelillo,73.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
97,1957-03-13,Argentina,Colombia,Argentina,Humberto Maschio,85.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
98,1957-03-17,Argentina,Ecuador,Argentina,Antonio Valentín Angelillo,5.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
99,1957-03-17,Argentina,Ecuador,Argentina,Omar Sívori,14.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
100,1957-03-17,Argentina,Ecuador,Argentina,Antonio Valentín Angelillo,39.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
101,1957-03-20,Argentina,Uruguay,Argentina,Humberto Maschio,7.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
102,1957-03-20,Argentina,Uruguay,Argentina,Antonio Valentín Angelillo,48.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
103,1957-03-20,Argentina,Uruguay,Argentina,Humberto Maschio,73.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
104,1957-03-20,Argentina,Uruguay,Argentina,José Sanfilippo,83.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
105,1957-03-28,Argentina,Chile,Argentina,Omar Sívori,7.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
106,1957-03-28,Argentina,Chile,Argentina,Antonio Valentín Angelillo,21.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
107,1957-03-28,Argentina,Chile,Argentina,Humberto Maschio,53.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
108,1957-03-28,Argentina,Chile,Argentina,Antonio Valentín Angelillo,70.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
109,1957-03-28,Argentina,Chile,Argentina,Humberto Maschio,74.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
110,1957-03-28,Argentina,Chile,Argentina,Oreste Corbatta,83.0,False,True,Argentina,1957,Americas,64.399,19610538,6856.856212
111,1957-04-03,Argentina,Brazil,Argentina,Antonio Valentín Angelillo,23.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
112,1957-04-03,Argentina,Brazil,Argentina,Humberto Maschio,87.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
113,1957-04-03,Argentina,Brazil,Argentina,Osvaldo Héctor Cruz,90.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
114,1957-04-06,Peru,Argentina,Argentina,Omar Sívori,50.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
115,1957-10-13,Chile,Argentina,Argentina,Norberto Menéndez,40.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
116,1957-10-13,Chile,Argentina,Argentina,Norberto Conde,61.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
117,1957-10-20,Argentina,Chile,Argentina,Oreste Corbatta,1.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
118,1957-10-20,Argentina,Chile,Argentina,Norberto Menéndez,13.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
119,1957-10-20,Argentina,Chile,Argentina,Oreste Corbatta,41.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
120,1957-10-20,Argentina,Chile,Argentina,Roberto Zárate,45.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
121,1957-10-27,Argentina,Bolivia,Argentina,Roberto Zárate,8.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
122,1957-10-27,Argentina,Bolivia,Argentina,Oreste Corbatta,62.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
123,1957-10-27,Argentina,Bolivia,Argentina,Eliseo Prado,63.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
124,1957-10-27,Argentina,Bolivia,Argentina,Norberto Menéndez,64.0,False,False,Argentina,1957,Americas,64.399,19610538,6856.856212
125,1957-03-13,Argentina,Colombia,Colombia,"Delio ""Maravilla"" Gamboa",34.0,False,True,Colombia,1957,Americas,55.118,14485993,2323.805581
126,1957-03-13,Argentina,Colombia,Colombia,Alberto Valencia,37.0,False,False,Colombia,1957,Americas,55.118,14485993,2323.805581
127,1957-03-17,Colombia,Uruguay,Colombia,Carlos Arango,28.0,False,False,Colombia,1957,Americas,55.118,14485993,2323.805581
128,1957-03-21,Chile,Colombia,Colombia,Carlos Arango,68.0,False,False,Colombia,1957,Americas,55.118,14485993,2323.805581
129,1957-03-21,Chile,Colombia,Colombia,Alejandro Carrillo,83.0,False,False,Colombia,1957,Americas,55.118,14485993,2323.805581
130,1957-03-27,Peru,Colombia,Colombia,Carlos Arango,57.0,False,True,Colombia,1957,Americas,55.118,14485993,2323.805581
131,1957-04-01,Colombia,Ecuador,Colombia,Humberto Álvarez,19.0,False,True,Colombia,1957,Americas,55.118,14485993,2323.805581
132,1957-04-01,Colombia,Ecuador,Colombia,Jaime Gutiérrez,22.0,False,False,Colombia,1957,Americas,55.118,14485993,2323.805581
133,1957-04-01,Colombia,Ecuador,Colombia,"Delio ""Maravilla"" Gamboa",30.0,False,False,Colombia,1957,Americas,55.118,14485993,2323.805581
134,1957-04-01,Colombia,Ecuador,Colombia,"Delio ""Maravilla"" Gamboa",58.0,False,False,Colombia,1957,Americas,55.118,14485993,2323.805581
135,1957-06-16,Colombia,Uruguay,Colombia,Carlos Arango,15.0,False,False,Colombia,1957,Americas,55.118,14485993,2323.805581
136,1957-06-20,Colombia,Paraguay,Colombia,Jaime Gutiérrez,10.0,False,False,Colombia,1957,Americas,55.118,14485993,2323.805581
137,1957-06-20,Colombia,Paraguay,Colombia,Ricardo Díaz,89.0,False,False,Colombia,1957,Americas,55.118,14485993,2323.805581
138,1957-03-13,Brazil,Chile,Chile,Jaime Ramírez,13.0,False,False,Chile,1957,Americas,56.074,7048426,4315.622723
139,1957-03-13,Brazil,Chile,Chile,José Fernández,89.0,False,False,Chile,1957,Americas,56.074,7048426,4315.622723
140,1957-03-21,Chile,Colombia,Chile,Carlos Verdejo,35.0,False,False,Chile,1957,Americas,56.074,7048426,4315.622723
141,1957-03-21,Chile,Colombia,Chile,Sergio Espinoza,62.0,False,False,Chile,1957,Americas,56.074,7048426,4315.622723
142,1957-03-21,Chile,Colombia,Chile,Carlos Verdejo,70.0,False,False,Chile,1957,Americas,56.074,7048426,4315.622723
143,1957-03-24,Chile,Ecuador,Chile,Jaime Ramírez,18.0,False,False,Chile,1957,Americas,56.074,7048426,4315.622723
144,1957-03-24,Chile,Ecuador,Chile,Jaime Ramírez,26.0,False,True,Chile,1957,Americas,56.074,7048426,4315.622723
145,1957-03-28,Argentina,Chile,Chile,José Fernández,14.0,False,False,Chile,1957,Americas,56.074,7048426,4315.622723
146,1957-03-28,Argentina,Chile,Chile,José Fernández,28.0,False,False,Chile,1957,Americas,56.074,7048426,4315.622723
147,1957-09-22,Chile,Bolivia,Chile,Guillermo Díaz,62.0,False,False,Chile,1957,Americas,56.074,7048426,4315.622723
148,1957-09-22,Chile,Bolivia,Chile,Jaime Ramírez,68.0,False,False,Chile,1957,Americas,56.074,7048426,4315.622723
149,1957-03-13,Brazil,Chile,Brazil,Didi,20.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
150,1957-03-13,Brazil,Chile,Brazil,Didi,26.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
151,1957-03-13,Brazil,Chile,Brazil,Didi,44.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
152,1957-03-13,Brazil,Chile,Brazil,José Macia,46.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
153,1957-03-21,Brazil,Ecuador,Brazil,Evaristo de Macedo,22.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
154,1957-03-21,Brazil,Ecuador,Brazil,José Macia,25.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
155,1957-03-21,Brazil,Ecuador,Brazil,Zizinho,34.0,False,True,Brazil,1957,Americas,53.285,65551171,2487.365989
156,1957-03-21,Brazil,Ecuador,Brazil,Joel Antônio Martins,43.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
157,1957-03-21,Brazil,Ecuador,Brazil,Joel Antônio Martins,68.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
158,1957-03-21,Brazil,Ecuador,Brazil,Didi,78.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
159,1957-03-21,Brazil,Ecuador,Brazil,Evaristo de Macedo,89.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
160,1957-03-24,Brazil,Colombia,Brazil,José Macia,27.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
161,1957-03-24,Brazil,Colombia,Brazil,Evaristo de Macedo,41.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
162,1957-03-24,Brazil,Colombia,Brazil,Evaristo de Macedo,44.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
163,1957-03-24,Brazil,Colombia,Brazil,Evaristo de Macedo,45.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
164,1957-03-24,Brazil,Colombia,Brazil,Didi,50.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
165,1957-03-24,Brazil,Colombia,Brazil,Didi,60.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
166,1957-03-24,Brazil,Colombia,Brazil,Evaristo de Macedo,75.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
167,1957-03-24,Brazil,Colombia,Brazil,Zizinho,85.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
168,1957-03-24,Brazil,Colombia,Brazil,Evaristo de Macedo,86.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
169,1957-03-28,Brazil,Uruguay,Brazil,Evaristo de Macedo,68.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
170,1957-03-28,Brazil,Uruguay,Brazil,Didi,70.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
171,1957-03-31,Peru,Brazil,Brazil,Didi,73.0,False,True,Brazil,1957,Americas,53.285,65551171,2487.365989
172,1957-04-13,Peru,Brazil,Brazil,Aluísio Francisco da Luz,47.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
173,1957-04-21,Brazil,Peru,Brazil,Valdir Pereira,11.0,False,False,Brazil,1957,Americas,53.285,65551171,2487.365989
174,1957-03-20,Netherlands,Luxembourg,Netherlands,Cor van der Gijp,27.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
175,1957-03-20,Netherlands,Luxembourg,Netherlands,Cor van der Gijp,30.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
176,1957-03-20,Netherlands,Luxembourg,Netherlands,Coen Dillen,72.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
177,1957-03-20,Netherlands,Luxembourg,Netherlands,Toon Brusselers,80.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
178,1957-05-26,Austria,Netherlands,Netherlands,Noud van Melis,30.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
179,1957-05-26,Austria,Netherlands,Netherlands,Noud van Melis,32.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
180,1957-09-11,Netherlands,Luxembourg,Netherlands,Abe Lenstra,15.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
181,1957-09-11,Netherlands,Luxembourg,Netherlands,Servaas Wilkes,26.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
182,1957-09-11,Netherlands,Luxembourg,Netherlands,Abe Lenstra,28.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
183,1957-09-11,Netherlands,Luxembourg,Netherlands,Noud van Melis,35.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
184,1957-09-11,Netherlands,Luxembourg,Netherlands,Kees Rijvers,54.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
185,1957-09-25,Netherlands,Austria,Netherlands,Abe Lenstra,63.0,False,False,Netherlands,1957,Europe,72.99,11026383,11276.19344
186,1957-04-07,Mexico,United States,Mexico,Crescencio Gutiérrez,14.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
187,1957-04-07,Mexico,United States,Mexico,Crescencio Gutiérrez,26.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
188,1957-04-07,Mexico,United States,Mexico,Salvador Reyes Monteón,33.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
189,1957-04-07,Mexico,United States,Mexico,Héctor Hernández,63.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
190,1957-04-07,Mexico,United States,Mexico,Salvador Reyes Monteón,69.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
191,1957-04-07,Mexico,United States,Mexico,Salvador Reyes Monteón,76.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
192,1957-04-28,United States,Mexico,Mexico,Alfredo Hernández,22.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
193,1957-04-28,United States,Mexico,Mexico,Alfredo Hernández,36.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
194,1957-04-28,United States,Mexico,Mexico,Crescencio Gutiérrez,38.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
195,1957-04-28,United States,Mexico,Mexico,Héctor Hernández,65.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
196,1957-04-28,United States,Mexico,Mexico,Enrique Sesma,79.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
197,1957-04-28,United States,Mexico,Mexico,Alfredo Hernández,82.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
198,1957-04-28,United States,Mexico,Mexico,Héctor Hernández,87.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
199,1957-06-30,Mexico,Canada,Mexico,Carlos González,5.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
200,1957-06-30,Mexico,Canada,Mexico,Crescencio Gutiérrez,46.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
201,1957-06-30,Mexico,Canada,Mexico,Carlos González,72.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
202,1957-07-03,Mexico,Canada,Mexico,Crescencio Gutiérrez,8.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
203,1957-07-03,Mexico,Canada,Mexico,Enrique Sesma,28.0,False,False,Mexico,1957,Americas,55.19,35015548,4131.546641
